config_id,model,reasoning_mode,unit_id,bucket,n_runs,model_1mmodal,model_Hnorm,model_modal,model_distinct,human_ret_1mmodal,human_ret_Hnorm,human_full_1mmodal,human_full_Hnorm,master_code
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-016,high-split,10,0.4,0.4729032506370176,303,4,0.5882352941176471,0.5444968923166851,0.75,0.6255240814944147,606
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-033,high-split,10,0.0,-0.0,702,1,0.7647058823529411,0.7588769229097542,0.84375,0.7382856063692049,408
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-034,high-split,10,0.0,-0.0,305,1,0.7058823529411764,0.637064073178013,0.78125,0.6871383974314379,408
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-037,high-split,10,0.30000000000000004,0.348225372857224,408,3,0.7647058823529411,0.6258285826427132,0.78125,0.5670178915009778,414
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-038,high-split,10,0.5,0.4471726222832957,409,3,0.7058823529411764,0.6205825845784474,0.75,0.5686278124459132,504
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-039,high-split,10,0.30000000000000004,0.4084313719900203,503,4,0.7058823529411764,0.67814741801803,0.75,0.5532253534039748,503
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-050,high-split,10,0.30000000000000004,0.348225372857224,503,3,0.7058823529411764,0.6493650012982387,0.78125,0.6451818754177064,606
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-053,high-agreement,10,0.0,-0.0,606,1,0.17647058823529416,0.23290586823232665,0.1875,0.22367854580207253,606
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-056,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.125,0.14621288863991927,411
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-061,mid-split,10,0.09999999999999998,0.14118174150460763,405,2,0.4117647058823529,0.3780223226998912,0.53125,0.4445748659961364,202
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-066,mid-split,10,0.0,-0.0,402,1,0.5882352941176471,0.5213322208645437,0.53125,0.45173265991942796,701
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-071,mid-split,10,0.5,0.5301029995663982,403,4,0.3529411764705882,0.4235781697433843,0.53125,0.49151095977317977,402
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-074,high-agreement,10,0.09999999999999998,0.14118174150460763,411,2,0.05882352941176472,0.07896266496667848,0.03125,0.04012446486254293,411
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-077,high-agreement,10,0.0,-0.0,411,1,0.11764705882352944,0.15662685098921497,0.0625,0.07995801332340277,411
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-090,mid-split,10,0.0,-0.0,403,1,0.5294117647058824,0.429969410871824,0.53125,0.45147113504463776,402
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-104,mid-split,10,0.0,-0.0,506,1,0.23529411764705888,0.19257094602980906,0.53125,0.43372900666170133,506
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-105,mid-split,10,0.0,-0.0,506,1,0.4117647058823529,0.23912579893428051,0.53125,0.3833930828803872,411
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,GB-107,high-agreement,10,0.0,-0.0,506,1,0.17647058823529416,0.16447729146082843,0.21875,0.15157569250767908,411
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-001,mid-split,10,0.4,0.4729032506370176,408,4,0.41666666666666663,0.49670592904742644,0.5217391304347826,0.5043966860990454,414
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-006,mid-split,10,0.0,-0.0,408,1,0.5,0.48245245470927484,0.5217391304347826,0.44576776827830605,408
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-007,high-split,10,0.30000000000000004,0.2652949955741215,404,2,0.5,0.546490490941855,0.5652173913043479,0.48593854390084895,408
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-008,high-agreement,10,0.0,-0.0,402,1,0.08333333333333337,0.11543129118376824,0.08695652173913049,0.11344714269915647,402
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-009,mid-split,10,0.09999999999999998,0.14118174150460763,414,2,0.25,0.22630030977895446,0.5217391304347826,0.3600361313496317,414
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-014,mid-split,10,0.5,0.3010299956639812,701,2,0.5,0.4535095090581451,0.5217391304347826,0.5226598480896116,410
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-022,high-split,10,0.0,-0.0,504,1,0.5833333333333333,0.4137716237431475,0.6521739130434783,0.43137096449524487,504
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-023,high-split,10,0.0,-0.0,504,1,0.33333333333333337,0.33158558152330525,0.5652173913043479,0.4931941526589626,504
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-034,high-agreement,10,0.0,-0.0,504,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.17854739551991317,504
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-044,high-split,10,0.6,0.55583362792012,305,4,0.41666666666666663,0.3861774018729913,0.6086956521739131,0.5300562442053607,503
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-059,high-split,10,0.19999999999999996,0.27752801040644515,411,3,0.75,0.6684144184766948,0.782608695652174,0.5965648611812086,706
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-063,high-agreement,10,0.0,-0.0,503,1,0.16666666666666663,0.18131916903387266,0.21739130434782605,0.23287138779559585,503
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-064,high-agreement,10,0.0,-0.0,506,1,0.0,0.0,0.04347826086956519,0.057038827183372734,506
deepseek__deepseek-v4-flash__on,deepseek/deepseek-v4-flash,on,NZ-070,high-agreement,10,0.0,-0.0,503,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.20502602423085342,503
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-009,high-split,10,0.30000000000000004,0.4084313719900203,701,4,0.6470588235294117,0.6041010959788818,0.75,0.6302421283829365,408
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-010,high-split,10,0.4,0.5331092497698139,403,5,0.8235294117647058,0.7262856929140071,0.78125,0.6630240814944148,305
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-016,high-split,10,0.6,0.6387640052032226,OFF,5,0.5882352941176471,0.5444968923166851,0.75,0.6255240814944147,606
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-033,high-split,10,0.4,0.29228525323862886,606,2,0.7647058823529411,0.7588769229097542,0.84375,0.7382856063692049,408
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-034,high-split,10,0.19999999999999996,0.27752801040644515,305,3,0.7058823529411764,0.637064073178013,0.78125,0.6871383974314379,408
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-037,high-split,10,0.4,0.3899728733539151,408,3,0.7647058823529411,0.6258285826427132,0.78125,0.5670178915009778,414
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-038,high-split,10,0.4,0.29228525323862886,409,2,0.7058823529411764,0.6205825845784474,0.75,0.5686278124459132,504
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-039,high-split,10,0.09999999999999998,0.14118174150460763,503,2,0.7058823529411764,0.67814741801803,0.75,0.5532253534039748,503
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-050,high-split,10,0.19999999999999996,0.27752801040644515,503,3,0.7058823529411764,0.6493650012982387,0.78125,0.6451818754177064,606
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-053,high-agreement,10,0.0,-0.0,606,1,0.17647058823529416,0.23290586823232665,0.1875,0.22367854580207253,606
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-056,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.125,0.14621288863991927,411
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-061,mid-split,10,0.09999999999999998,0.14118174150460763,202,2,0.4117647058823529,0.3780223226998912,0.53125,0.4445748659961364,202
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-066,mid-split,10,0.30000000000000004,0.2652949955741215,402,2,0.5882352941176471,0.5213322208645437,0.53125,0.45173265991942796,701
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-071,mid-split,10,0.09999999999999998,0.14118174150460763,402,2,0.3529411764705882,0.4235781697433843,0.53125,0.49151095977317977,402
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-074,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.03125,0.04012446486254293,411
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-077,high-agreement,10,0.0,-0.0,411,1,0.11764705882352944,0.15662685098921497,0.0625,0.07995801332340277,411
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-090,mid-split,10,0.5,0.5073786214160919,403,4,0.5294117647058824,0.429969410871824,0.53125,0.45147113504463776,402
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-104,mid-split,10,0.5,0.5073786214160919,506,4,0.23529411764705888,0.19257094602980906,0.53125,0.43372900666170133,506
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-105,mid-split,10,0.19999999999999996,0.2173220112736489,411,2,0.4117647058823529,0.23912579893428051,0.53125,0.3833930828803872,411
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,GB-107,high-agreement,10,0.4,0.29228525323862886,506,2,0.17647058823529416,0.16447729146082843,0.21875,0.15157569250767908,411
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-001,mid-split,10,0.6,0.55583362792012,414,4,0.41666666666666663,0.49670592904742644,0.5217391304347826,0.5043966860990454,414
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-006,mid-split,10,0.0,-0.0,408,1,0.5,0.48245245470927484,0.5217391304347826,0.44576776827830605,408
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-007,high-split,10,0.4,0.3899728733539151,408,3,0.5,0.546490490941855,0.5652173913043479,0.48593854390084895,408
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-008,high-agreement,10,0.0,-0.0,402,1,0.08333333333333337,0.11543129118376824,0.08695652173913049,0.11344714269915647,402
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-009,mid-split,10,0.09999999999999998,0.14118174150460763,414,2,0.25,0.22630030977895446,0.5217391304347826,0.3600361313496317,414
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-014,mid-split,10,0.30000000000000004,0.348225372857224,410,3,0.5,0.4535095090581451,0.5217391304347826,0.5226598480896116,410
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-022,high-split,10,0.0,-0.0,504,1,0.5833333333333333,0.4137716237431475,0.6521739130434783,0.43137096449524487,504
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-023,high-split,10,0.0,-0.0,504,1,0.33333333333333337,0.33158558152330525,0.5652173913043479,0.4931941526589626,504
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-034,high-agreement,10,0.0,-0.0,504,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.17854739551991317,504
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-044,high-split,10,0.5,0.5073786214160919,504,4,0.41666666666666663,0.3861774018729913,0.6086956521739131,0.5300562442053607,503
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-059,high-split,10,0.5,0.5903089986991944,706,5,0.75,0.6684144184766948,0.782608695652174,0.5965648611812086,706
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-063,high-agreement,10,0.0,-0.0,503,1,0.16666666666666663,0.18131916903387266,0.21739130434782605,0.23287138779559585,503
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-064,high-agreement,10,0.0,-0.0,506,1,0.0,0.0,0.04347826086956519,0.057038827183372734,506
deepseek__deepseek-v4-pro__on,deepseek/deepseek-v4-pro,on,NZ-070,high-agreement,10,0.0,-0.0,503,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.20502602423085342,503
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-009,high-split,10,0.0,-0.0,408,1,0.6470588235294117,0.6041010959788818,0.75,0.6302421283829365,408
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-010,high-split,10,0.09999999999999998,0.14118174150460763,401,2,0.8235294117647058,0.7262856929140071,0.78125,0.6630240814944148,305
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-016,high-split,10,0.0,-0.0,303,1,0.5882352941176471,0.5444968923166851,0.75,0.6255240814944147,606
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-033,high-split,10,0.0,-0.0,410,1,0.7647058823529411,0.7588769229097542,0.84375,0.7382856063692049,408
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-034,high-split,10,0.0,-0.0,408,1,0.7058823529411764,0.637064073178013,0.78125,0.6871383974314379,408
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-037,high-split,10,0.09999999999999998,0.14118174150460763,408,2,0.7647058823529411,0.6258285826427132,0.78125,0.5670178915009778,414
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-038,high-split,10,0.30000000000000004,0.2652949955741215,408,2,0.7058823529411764,0.6205825845784474,0.75,0.5686278124459132,504
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-039,high-split,10,0.0,-0.0,504,1,0.7058823529411764,0.67814741801803,0.75,0.5532253534039748,503
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-050,high-split,10,0.30000000000000004,0.348225372857224,405,3,0.7058823529411764,0.6493650012982387,0.78125,0.6451818754177064,606
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-053,high-agreement,10,0.0,-0.0,606,1,0.17647058823529416,0.23290586823232665,0.1875,0.22367854580207253,606
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-056,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.125,0.14621288863991927,411
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-061,mid-split,10,0.09999999999999998,0.14118174150460763,405,2,0.4117647058823529,0.3780223226998912,0.53125,0.4445748659961364,202
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-066,mid-split,10,0.0,-0.0,402,1,0.5882352941176471,0.5213322208645437,0.53125,0.45173265991942796,701
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-071,mid-split,10,0.0,-0.0,402,1,0.3529411764705882,0.4235781697433843,0.53125,0.49151095977317977,402
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-074,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.03125,0.04012446486254293,411
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-077,high-agreement,10,0.0,-0.0,411,1,0.11764705882352944,0.15662685098921497,0.0625,0.07995801332340277,411
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-090,mid-split,10,0.0,-0.0,403,1,0.5294117647058824,0.429969410871824,0.53125,0.45147113504463776,402
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-104,mid-split,10,0.0,-0.0,506,1,0.23529411764705888,0.19257094602980906,0.53125,0.43372900666170133,506
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-105,mid-split,10,0.0,-0.0,411,1,0.4117647058823529,0.23912579893428051,0.53125,0.3833930828803872,411
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,GB-107,high-agreement,10,0.0,-0.0,506,1,0.17647058823529416,0.16447729146082843,0.21875,0.15157569250767908,411
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-001,mid-split,10,0.0,-0.0,408,1,0.41666666666666663,0.49670592904742644,0.5217391304347826,0.5043966860990454,414
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-006,mid-split,10,0.0,-0.0,408,1,0.5,0.48245245470927484,0.5217391304347826,0.44576776827830605,408
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-007,high-split,10,0.0,-0.0,404,1,0.5,0.546490490941855,0.5652173913043479,0.48593854390084895,408
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-008,high-agreement,10,0.0,-0.0,402,1,0.08333333333333337,0.11543129118376824,0.08695652173913049,0.11344714269915647,402
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-009,mid-split,10,0.0,-0.0,402,1,0.25,0.22630030977895446,0.5217391304347826,0.3600361313496317,414
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-014,mid-split,10,0.0,-0.0,410,1,0.5,0.4535095090581451,0.5217391304347826,0.5226598480896116,410
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-022,high-split,10,0.0,-0.0,504,1,0.5833333333333333,0.4137716237431475,0.6521739130434783,0.43137096449524487,504
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-023,high-split,10,0.0,-0.0,504,1,0.33333333333333337,0.33158558152330525,0.5652173913043479,0.4931941526589626,504
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-034,high-agreement,10,0.0,-0.0,504,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.17854739551991317,504
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-044,high-split,10,0.4,0.29228525323862886,305,2,0.41666666666666663,0.3861774018729913,0.6086956521739131,0.5300562442053607,503
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-059,high-split,10,0.0,-0.0,706,1,0.75,0.6684144184766948,0.782608695652174,0.5965648611812086,706
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-063,high-agreement,10,0.0,-0.0,503,1,0.16666666666666663,0.18131916903387266,0.21739130434782605,0.23287138779559585,503
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-064,high-agreement,10,0.0,-0.0,506,1,0.0,0.0,0.04347826086956519,0.057038827183372734,506
google__gemma-4-26b-a4b-it__off,google/gemma-4-26b-a4b-it,off,NZ-070,high-agreement,10,0.0,-0.0,503,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.20502602423085342,503
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-009,high-split,10,0.5,0.3010299956639812,408,2,0.6470588235294117,0.6041010959788818,0.75,0.6302421283829365,408
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-010,high-split,10,0.19999999999999996,0.2173220112736489,OFF,2,0.8235294117647058,0.7262856929140071,0.78125,0.6630240814944148,305
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-016,high-split,10,0.19999999999999996,0.2173220112736489,OFF,2,0.5882352941176471,0.5444968923166851,0.75,0.6255240814944147,606
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-033,high-split,10,0.30000000000000004,0.2652949955741215,702,2,0.7647058823529411,0.7588769229097542,0.84375,0.7382856063692049,408
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-034,high-split,10,0.5,0.3010299956639812,305,2,0.7058823529411764,0.637064073178013,0.78125,0.6871383974314379,408
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-037,high-split,10,0.4,0.29228525323862886,408,2,0.7647058823529411,0.6258285826427132,0.78125,0.5670178915009778,414
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-038,high-split,10,0.4,0.29228525323862886,OFF,2,0.7058823529411764,0.6205825845784474,0.75,0.5686278124459132,504
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-039,high-split,10,0.19999999999999996,0.2173220112736489,OFF,2,0.7058823529411764,0.67814741801803,0.75,0.5532253534039748,503
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-050,high-split,10,0.09999999999999998,0.14118174150460763,OFF,2,0.7058823529411764,0.6493650012982387,0.78125,0.6451818754177064,606
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-053,high-agreement,10,0.0,-0.0,606,1,0.17647058823529416,0.23290586823232665,0.1875,0.22367854580207253,606
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-056,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.125,0.14621288863991927,411
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-061,mid-split,10,0.30000000000000004,0.2652949955741215,OFF,2,0.4117647058823529,0.3780223226998912,0.53125,0.4445748659961364,202
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-066,mid-split,10,0.09999999999999998,0.14118174150460763,OFF,2,0.5882352941176471,0.5213322208645437,0.53125,0.45173265991942796,701
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-071,mid-split,10,0.4,0.29228525323862886,OFF,2,0.3529411764705882,0.4235781697433843,0.53125,0.49151095977317977,402
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-074,high-agreement,10,0.0,-0.0,411,1,0.05882352941176472,0.07896266496667848,0.03125,0.04012446486254293,411
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-077,high-agreement,10,0.0,-0.0,411,1,0.11764705882352944,0.15662685098921497,0.0625,0.07995801332340277,411
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-090,mid-split,10,0.4,0.3899728733539151,403,3,0.5294117647058824,0.429969410871824,0.53125,0.45147113504463776,402
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-104,mid-split,10,0.0,-0.0,506,1,0.23529411764705888,0.19257094602980906,0.53125,0.43372900666170133,506
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-105,mid-split,10,0.5,0.4471726222832957,OFF,3,0.4117647058823529,0.23912579893428051,0.53125,0.3833930828803872,411
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,GB-107,high-agreement,10,0.0,-0.0,506,1,0.17647058823529416,0.16447729146082843,0.21875,0.15157569250767908,411
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-001,mid-split,10,0.5,0.4096910013008056,OFF,3,0.41666666666666663,0.49670592904742644,0.5217391304347826,0.5043966860990454,414
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-006,mid-split,10,0.0,-0.0,408,1,0.5,0.48245245470927484,0.5217391304347826,0.44576776827830605,408
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-007,high-split,10,0.19999999999999996,0.2173220112736489,OFF,2,0.5,0.546490490941855,0.5652173913043479,0.48593854390084895,408
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-008,high-agreement,10,0.0,-0.0,402,1,0.08333333333333337,0.11543129118376824,0.08695652173913049,0.11344714269915647,402
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-009,mid-split,10,0.0,-0.0,414,1,0.25,0.22630030977895446,0.5217391304347826,0.3600361313496317,414
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-014,mid-split,10,0.4,0.29228525323862886,OFF,2,0.5,0.4535095090581451,0.5217391304347826,0.5226598480896116,410
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-022,high-split,10,0.0,-0.0,504,1,0.5833333333333333,0.4137716237431475,0.6521739130434783,0.43137096449524487,504
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-023,high-split,10,0.0,-0.0,504,1,0.33333333333333337,0.33158558152330525,0.5652173913043479,0.4931941526589626,504
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-034,high-agreement,10,0.0,-0.0,504,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.17854739551991317,504
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-044,high-split,10,0.5,0.4471726222832957,305,3,0.41666666666666663,0.3861774018729913,0.6086956521739131,0.5300562442053607,503
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-059,high-split,10,0.19999999999999996,0.2173220112736489,OFF,2,0.75,0.6684144184766948,0.782608695652174,0.5965648611812086,706
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-063,high-agreement,10,0.0,-0.0,503,1,0.16666666666666663,0.18131916903387266,0.21739130434782605,0.23287138779559585,503
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-064,high-agreement,10,0.0,-0.0,506,1,0.0,0.0,0.04347826086956519,0.057038827183372734,506
google__gemma-4-26b-a4b-it__on,google/gemma-4-26b-a4b-it,on,NZ-070,high-agreement,10,0.0,-0.0,503,1,0.08333333333333337,0.11543129118376824,0.17391304347826086,0.20502602423085342,503
google__gemma-4-31b-it__off,google/gemma-4-31b-it,off,GB-009,high-split,10,0.19999999999999996,0.2173220112736489,701,2,0.6470588235294117,0.6041010959788818,0.75,0.6302421283829365,408
google__gemma-4-31b-it__off,google/gemma-4-31b-it,off,GB-010,high-split,10,0.19999999999999996,0.2173220112736489,412,2,0.8235294117647058,0.7262856929140071,0.78125,0.6630240814944148,305
google__gemma-4-31b-it__off,google/gemma-4-31b-it,off,GB-016,high-split,10,0.4,0.3899728733539151,303,3,0.5882352941176471,0.5444968923166851,0.75,0.6255240814944147,606
google__gemma-4-31b-it__off,google/gemma-4-31b-it,off,GB-033,high-split,10,0.0,-0.0,408,1,0.7647058823529411,0.7588769229097542,0.84375,0.7382856063692049,408
google__gemma-4-31b-it__off,google/gemma-4-31b-it,off,GB-034,high-split,10,0.0,-0.0,408,1,0.7058823529411764,0.637064073178013,0.78125,0.6871383974314379,408
